customer_id,age,annual_income,loan_amount,loan_term_months,credit_score,employment_years,num_credit_lines,existing_debt,num_dependents,employment_type,education,property_ownership,loan_purpose,default
CUST08203,42,64482,48156,36,697.0,0.3,10.0,50722,0,Salaried,Post-Graduate,Rent,Personal,0
CUST08204,53,63218,45980,24,511.0,6.1,12.0,39001,3,Business,Under-Graduate,Own,Home,0
CUST08205,44,27421,106349,24,679.0,4.0,3.0,14893,2,Salaried,Post-Graduate,Own,Personal,0
CUST08206,34,16172,16678,48,,2.8,5.0,23729,2,Salaried,Under-Graduate,Mortgage,Home,0
CUST08207,26,43712,66906,48,784.0,1.1,10.0,32801,4,Salaried,Under-Graduate,Mortgage,Home,0
CUST08208,25,58659,186929,48,700.0,4.9,1.0,779,0,Salaried,Graduate,Rent,Car,0
CUST08209,49,60697,117380,60,643.0,1.6,1.0,63663,2,Salaried,Under-Graduate,Own,Home,0
CUST08210,35,89080,101117,36,728.0,2.8,10.0,77931,4,Self-Employed,Post-Graduate,Own,Car,0
CUST08211,29,58668,125274,60,583.0,0.3,6.0,13921,2,Self-Employed,Graduate,Rent,Car,0
CUST08212,30,27023,67323,48,713.0,,8.0,28712,0,Salaried,PhD,Mortgage,Education,0
CUST08213,56,49980,104192,60,647.0,0.5,4.0,1491,1,Salaried,Graduate,Rent,Education,0
CUST08214,58,29027,107873,24,745.0,11.1,13.0,31585,2,Salaried,Graduate,Own,Education,1
CUST08215,42,51417,76942,24,612.0,10.1,7.0,11525,1,Business,Graduate,Own,Business,0
CUST08216,39,83178,234118,48,788.0,17.7,5.0,122840,3,Self-Employed,Graduate,Own,Home,0
CUST08217,54,64184,57318,60,748.0,12.0,,49236,3,Business,Under-Graduate,Own,Business,0
CUST08218,29,40584,76013,48,680.0,17.8,5.0,651,3,Self-Employed,Graduate,Own,Personal,0
CUST08219,38,66846,206786,48,673.0,10.9,12.0,84031,4,Business,Under-Graduate,Rent,Business,0
CUST08220,64,39444,50758,36,787.0,0.6,2.0,48801,3,Self-Employed,Graduate,Mortgage,Car,0
CUST08221,52,15000,38462,48,823.0,2.9,14.0,17175,0,Salaried,Post-Graduate,Own,Car,0
CUST08222,55,30330,31453,48,623.0,0.4,9.0,24473,4,Self-Employed,Graduate,Own,Business,1
CUST08223,27,64168,55149,48,627.0,3.9,1.0,21026,0,Self-Employed,Graduate,Mortgage,Home,0
CUST08224,43,70446,164231,48,755.0,3.8,3.0,67626,0,Salaried,Post-Graduate,Rent,Car,0
CUST08225,35,89352,255773,12,463.0,12.8,14.0,113653,0,Salaried,Graduate,Own,Home,0
CUST08226,24,61823,55441,48,447.0,17.5,14.0,45720,4,Salaried,Graduate,Own,Home,0
CUST08227,33,81943,304190,36,592.0,1.5,1.0,8253,1,Self-Employed,Graduate,Rent,Home,0
CUST08228,57,67601,87219,60,677.0,4.4,5.0,98893,0,Self-Employed,Graduate,Mortgage,Personal,0
CUST08229,33,73748,67841,36,564.0,3.1,12.0,74860,5,Salaried,Graduate,Own,Car,0
CUST08230,23,77034,93168,36,553.0,4.0,4.0,113457,0,Salaried,Post-Graduate,Rent,Car,0
CUST08231,23,64740,70793,60,615.0,3.8,11.0,18158,0,Salaried,Graduate,Rent,Home,0
CUST08232,36,76496,62524,12,763.0,12.3,6.0,23337,1,Salaried,Under-Graduate,Mortgage,Home,0
CUST08233,44,41028,135082,24,,11.3,5.0,6183,3,Salaried,Under-Graduate,Own,Home,0
CUST08234,50,15000,33515,48,742.0,0.7,7.0,4735,3,Salaried,Graduate,Rent,Home,0
CUST08235,38,68014,126493,36,662.0,2.1,14.0,11053,2,Self-Employed,PhD,Mortgage,Personal,0
CUST08236,53,62495,239180,36,778.0,7.0,7.0,25595,5,Self-Employed,Graduate,Rent,Personal,0
CUST08237,28,37494,67434,60,635.0,,10.0,32642,4,Freelancer,Graduate,Own,Personal,0
CUST08238,51,29750,32261,36,687.0,5.0,11.0,36581,4,Salaried,Graduate,Mortgage,Home,0
CUST08239,49,57613,84066,24,672.0,25.4,5.0,8325,1,Salaried,Graduate,Rent,Home,0
CUST08240,35,69338,92662,36,643.0,2.1,10.0,16385,1,Salaried,Under-Graduate,Mortgage,Business,0
CUST08241,51,65398,146857,12,718.0,3.6,1.0,28430,1,Self-Employed,Graduate,Mortgage,Car,1
CUST08242,38,34607,52611,36,709.0,,9.0,17822,2,Salaried,Post-Graduate,Rent,Home,0
CUST08243,53,39092,90154,24,673.0,5.9,2.0,52140,3,Business,Graduate,Mortgage,Education,1
CUST08244,27,68389,194397,60,501.0,5.2,7.0,23263,4,Business,Under-Graduate,Mortgage,Car,0
CUST08245,45,56453,181809,36,560.0,0.8,3.0,10832,2,Salaried,Graduate,Mortgage,Car,0
CUST08246,27,76203,227508,12,580.0,1.4,10.0,99873,5,Self-Employed,Post-Graduate,Rent,Education,1
CUST08247,48,48534,59190,36,673.0,2.4,6.0,64261,0,Business,Under-Graduate,Rent,Business,1
CUST08248,39,69790,63205,36,651.0,3.1,5.0,82201,3,Self-Employed,Graduate,Rent,Home,0
CUST08249,45,54207,130019,36,595.0,3.4,6.0,31007,2,Salaried,Graduate,Own,Home,0
CUST08250,58,40543,48497,36,589.0,11.6,14.0,55512,3,Salaried,Graduate,Rent,Personal,0
CUST08251,45,73563,58649,60,710.0,0.6,10.0,48478,0,Salaried,Post-Graduate,Rent,Car,0
CUST08252,59,35148,82416,36,596.0,1.4,5.0,41731,4,Freelancer,Under-Graduate,Rent,Education,1
CUST08253,55,56483,92845,36,457.0,0.8,,36847,0,Salaried,Graduate,Rent,Business,0
CUST08254,61,58549,184225,48,667.0,6.6,9.0,42321,2,Salaried,Post-Graduate,Own,Home,0
CUST08255,36,52594,84133,36,611.0,17.6,13.0,67868,0,Salaried,Graduate,Rent,Business,0
CUST08256,32,74815,293687,12,715.0,11.2,12.0,105,5,Self-Employed,Under-Graduate,Own,Education,0
CUST08257,43,66452,209644,24,594.0,6.4,8.0,27310,5,Self-Employed,Under-Graduate,Own,Home,0
CUST08258,45,64068,44971,60,,0.1,14.0,61877,1,Salaried,Graduate,Mortgage,Business,0
CUST08259,22,56369,128580,60,676.0,2.1,1.0,77952,2,Freelancer,Graduate,Rent,Home,0
CUST08260,39,92126,227474,24,478.0,10.0,14.0,1734,5,Business,Post-Graduate,Rent,Car,0
CUST08261,33,84293,247278,36,606.0,5.3,9.0,58705,1,Salaried,PhD,Own,Education,0
CUST08262,64,73388,164557,24,592.0,1.2,,56856,2,Business,PhD,Rent,Business,0
CUST08263,49,70102,153667,48,615.0,3.1,5.0,105089,0,Business,Graduate,Own,Car,0
CUST08264,61,42954,76792,24,612.0,0.5,6.0,44915,4,Self-Employed,Under-Graduate,Mortgage,Home,0
CUST08265,28,54018,78332,12,653.0,3.7,10.0,10237,1,Salaried,Graduate,Own,Business,0
CUST08266,44,67716,258113,48,668.0,11.6,13.0,56408,5,Salaried,Post-Graduate,Own,Car,0
CUST08267,42,76031,122530,36,703.0,0.2,1.0,17564,0,Salaried,Graduate,Mortgage,Home,0
CUST08268,55,72840,52588,24,694.0,4.8,12.0,79336,1,Salaried,Under-Graduate,Own,Education,0
CUST08269,32,66619,72314,48,748.0,1.3,14.0,36312,2,Self-Employed,Under-Graduate,Rent,Car,0
CUST08270,43,95012,332586,48,731.0,,7.0,94195,2,Salaried,Under-Graduate,Own,Business,0
CUST08271,63,52288,133502,48,764.0,0.3,8.0,70162,4,Salaried,Post-Graduate,Mortgage,Business,0
CUST08272,56,75263,242778,60,751.0,4.8,1.0,89373,3,Self-Employed,Graduate,Mortgage,Home,0
CUST08273,50,72828,242570,36,612.0,1.5,11.0,87038,0,Salaried,Graduate,Mortgage,Car,0
CUST08274,63,63881,216002,24,629.0,10.7,10.0,26883,5,Business,Graduate,Rent,Car,0
CUST08275,49,64610,156818,12,635.0,0.7,4.0,57281,5,Self-Employed,Post-Graduate,Own,Personal,0
CUST08276,39,64206,71905,36,747.0,2.8,2.0,18076,3,Self-Employed,Graduate,Own,Personal,0
CUST08277,35,40835,41603,12,635.0,1.0,5.0,13537,2,Salaried,Post-Graduate,Own,Business,0
CUST08278,39,63017,158106,36,716.0,8.0,2.0,66908,1,Business,Graduate,Mortgage,Car,0
CUST08279,49,69965,124733,12,503.0,2.2,9.0,42699,5,Salaried,Graduate,Mortgage,Car,0
CUST08280,45,61438,150717,36,487.0,1.0,9.0,81886,3,Freelancer,Under-Graduate,Own,Business,1
CUST08281,29,18158,40758,24,759.0,6.5,10.0,13269,5,Business,Graduate,Rent,Education,0
CUST08282,63,23276,60696,36,696.0,8.5,5.0,2408,5,Salaried,Graduate,Rent,Personal,1
CUST08283,29,38635,23659,48,751.0,3.1,5.0,24034,5,Business,Graduate,Own,Business,0
CUST08284,25,52761,32444,36,534.0,,4.0,10602,4,Salaried,Post-Graduate,Own,Home,0
CUST08285,48,39709,120142,36,670.0,5.0,1.0,59234,1,Self-Employed,Graduate,Mortgage,Personal,0
CUST08286,57,67918,79867,60,537.0,5.3,10.0,2422,0,Freelancer,Under-Graduate,Own,Car,0
CUST08287,26,78839,219384,48,728.0,5.4,12.0,66426,2,Self-Employed,Post-Graduate,Rent,Business,0
CUST08288,54,81673,197078,36,659.0,1.6,3.0,44644,2,Salaried,Graduate,Rent,Home,0
CUST08289,55,61736,243010,36,647.0,14.2,4.0,56199,5,Self-Employed,Under-Graduate,Own,Car,0
CUST08290,51,76683,262556,36,727.0,1.2,7.0,62007,1,Salaried,Post-Graduate,Mortgage,Business,0
CUST08291,29,43748,85132,12,649.0,2.3,14.0,60246,1,Business,Graduate,Own,Personal,1
CUST08292,60,51966,138096,12,647.0,1.7,7.0,14222,1,Salaried,Under-Graduate,Rent,Car,1
CUST08293,47,31660,28826,36,541.0,13.4,11.0,5683,0,Salaried,Graduate,Rent,Home,0
CUST08294,58,79137,146589,36,765.0,8.8,7.0,103316,4,Business,Post-Graduate,Rent,Personal,0
CUST08295,55,94318,289424,12,666.0,8.3,7.0,131821,0,Freelancer,Under-Graduate,Rent,Personal,0
CUST08296,28,48028,128683,24,699.0,0.0,11.0,25583,3,Salaried,Graduate,Mortgage,Education,0
CUST08297,61,15000,32934,24,548.0,5.8,4.0,21516,3,Salaried,Graduate,Own,Car,0
CUST08298,49,35891,40120,60,768.0,1.3,9.0,18457,5,Self-Employed,Under-Graduate,Own,Car,0
CUST08299,60,41996,139049,24,670.0,17.2,4.0,36813,3,Business,Post-Graduate,Rent,Education,0
CUST08300,60,28475,41461,24,794.0,3.8,12.0,28477,2,Self-Employed,Post-Graduate,Mortgage,Personal,0
CUST08301,49,34393,115962,36,736.0,4.2,6.0,51276,3,Salaried,Graduate,Mortgage,Home,0
CUST08302,35,59092,156040,36,460.0,2.2,1.0,15096,4,Salaried,Post-Graduate,Own,Car,0
CUST08303,59,68194,123060,36,718.0,3.8,1.0,30144,4,Salaried,Post-Graduate,Own,Personal,0
CUST08304,25,15000,9631,36,729.0,6.9,6.0,12289,0,Salaried,Graduate,Own,Personal,0
CUST08305,63,44356,58260,36,706.0,4.1,1.0,14282,5,Salaried,Under-Graduate,Own,Home,0
CUST08306,39,55753,201365,48,672.0,5.1,1.0,48507,2,Self-Employed,Post-Graduate,Own,Education,0
CUST08307,46,33664,113209,24,639.0,3.2,6.0,39293,5,Salaried,Graduate,Mortgage,Business,0
CUST08308,28,59723,150023,36,652.0,6.3,8.0,78766,4,Salaried,Graduate,Own,Education,0
CUST08309,59,52643,112241,60,766.0,11.5,9.0,26550,2,Salaried,Graduate,Rent,Home,0
CUST08310,49,46028,127267,24,772.0,0.3,6.0,11913,2,Salaried,Graduate,Own,Car,0
CUST08311,26,37710,80392,24,640.0,0.6,1.0,38787,4,Self-Employed,Graduate,Mortgage,Car,1
CUST08312,24,60468,166593,24,591.0,5.8,12.0,62269,4,Salaried,Post-Graduate,Own,Education,0
CUST08313,52,39730,62611,12,755.0,2.4,7.0,26096,4,Business,PhD,Rent,Personal,0
CUST08314,63,20339,69859,24,728.0,1.7,14.0,18110,4,Salaried,Post-Graduate,Rent,Car,0
CUST08315,41,55441,163923,12,670.0,1.0,2.0,66407,5,Business,Post-Graduate,Own,Home,0
CUST08316,40,30219,50009,24,576.0,4.3,,33236,5,Self-Employed,Post-Graduate,Rent,Home,0
CUST08317,32,22076,75220,36,519.0,2.1,10.0,22282,1,Salaried,Under-Graduate,Own,Car,1
CUST08318,61,57590,127026,12,714.0,3.5,10.0,57175,3,Salaried,PhD,Rent,Business,0
CUST08319,24,51741,57496,48,609.0,15.9,4.0,56206,1,Business,PhD,Rent,Business,0
CUST08320,44,37673,29083,48,607.0,7.1,1.0,34328,5,Salaried,Under-Graduate,Rent,Business,0
CUST08321,28,59578,175672,36,687.0,7.9,,7550,0,Salaried,Graduate,Rent,Personal,0
CUST08322,44,63478,223945,60,610.0,0.7,9.0,55501,1,Business,Graduate,Rent,Home,0
CUST08323,28,59796,198884,48,613.0,2.0,13.0,79794,0,Business,Graduate,Rent,Education,0
CUST08324,55,59070,165087,48,595.0,0.6,1.0,3332,1,Salaried,Under-Graduate,Own,Business,0
CUST08325,63,22892,22773,24,706.0,17.3,7.0,13702,0,Business,Under-Graduate,Own,Car,0
CUST08326,40,80864,67048,48,574.0,5.7,14.0,47659,5,Self-Employed,Post-Graduate,Mortgage,Education,0
CUST08327,30,66149,112956,60,532.0,0.1,6.0,25208,3,Salaried,Graduate,Mortgage,Home,0
CUST08328,39,35984,125662,24,573.0,3.2,7.0,31010,3,Salaried,PhD,Rent,Home,0
CUST08329,62,54764,211721,48,765.0,1.5,10.0,14016,3,Salaried,Under-Graduate,Rent,Home,0
CUST08330,63,58565,78756,48,603.0,3.9,1.0,80498,4,Self-Employed,Under-Graduate,Own,Business,0
CUST08331,46,54213,171710,36,689.0,1.0,1.0,12656,2,Self-Employed,Post-Graduate,Rent,Home,0
CUST08332,35,90861,227928,36,625.0,0.3,6.0,131522,0,Self-Employed,Graduate,Rent,Car,0
CUST08333,46,16094,9838,12,634.0,2.0,13.0,280,0,Salaried,Post-Graduate,Mortgage,Personal,0
CUST08334,40,25476,61147,24,759.0,1.8,8.0,18646,5,Business,Post-Graduate,Mortgage,Home,0
CUST08335,60,15000,49811,12,660.0,6.3,11.0,814,4,Salaried,Under-Graduate,Own,Education,1
CUST08336,36,56597,82995,36,783.0,3.2,3.0,74466,3,Self-Employed,Post-Graduate,Rent,Business,0
CUST08337,37,65880,239853,36,805.0,1.7,10.0,78932,5,Salaried,Under-Graduate,Mortgage,Home,0
CUST08338,48,62231,82575,60,776.0,4.2,14.0,21007,5,Salaried,Graduate,Rent,Home,0
CUST08339,61,49217,37781,36,608.0,0.4,11.0,10188,0,Salaried,Graduate,Mortgage,Business,0
CUST08340,31,63130,66904,24,664.0,5.4,2.0,20077,3,Salaried,Graduate,Own,Business,0
CUST08341,25,49071,168289,12,768.0,0.8,4.0,5765,3,Salaried,Graduate,Rent,Personal,0
CUST08342,40,69814,136875,60,713.0,1.6,8.0,24812,1,Salaried,Under-Graduate,Own,Business,0
CUST08343,49,77145,253753,36,743.0,1.7,13.0,7881,3,Salaried,Under-Graduate,Rent,Car,0
CUST08344,42,36376,85822,48,749.0,3.1,9.0,46516,0,Salaried,Under-Graduate,Rent,Home,0
CUST08345,35,49247,107454,12,754.0,15.3,13.0,63015,5,Business,Post-Graduate,Own,Home,0
CUST08346,54,52486,174473,36,571.0,2.0,11.0,43221,3,Salaried,Under-Graduate,Rent,Business,1
CUST08347,31,83508,165530,36,645.0,1.7,6.0,115226,3,Salaried,Graduate,Mortgage,Car,0
CUST08348,40,38731,128087,12,598.0,0.9,7.0,20349,2,Freelancer,Post-Graduate,Own,Personal,0
CUST08349,51,76953,65588,48,641.0,2.5,1.0,20642,3,Self-Employed,Graduate,Own,Home,0
CUST08350,43,25678,70026,36,667.0,1.0,5.0,11721,5,Salaried,Graduate,Rent,Personal,0
CUST08351,24,79870,236339,36,658.0,0.7,13.0,14816,4,Business,Post-Graduate,Mortgage,Home,0
CUST08352,58,72037,262707,48,603.0,9.7,6.0,88860,3,Self-Employed,Post-Graduate,Mortgage,Business,0
CUST08353,62,51886,66680,36,549.0,0.3,14.0,59182,3,Salaried,Under-Graduate,Own,Business,0
CUST08354,39,73333,191748,12,528.0,6.2,10.0,20876,5,Salaried,Under-Graduate,Own,Business,0
CUST08355,32,44981,90699,60,796.0,1.1,14.0,36806,2,Salaried,Under-Graduate,Mortgage,Personal,0
CUST08356,23,36543,67228,24,749.0,0.1,6.0,15382,4,Self-Employed,Under-Graduate,Rent,Home,0
CUST08357,33,89129,77853,48,677.0,7.9,6.0,17532,4,Salaried,Graduate,Mortgage,Education,0
CUST08358,27,44176,42842,48,421.0,6.1,7.0,16255,1,Salaried,Post-Graduate,Mortgage,Home,0
CUST08359,64,68540,235055,24,584.0,2.0,4.0,61669,5,Self-Employed,Under-Graduate,Mortgage,Education,0
CUST08360,61,77176,241108,36,690.0,0.4,5.0,75324,3,Business,Graduate,Own,Home,0
CUST08361,50,71126,130743,12,717.0,2.2,6.0,19935,1,Freelancer,Under-Graduate,Rent,Car,0
CUST08362,51,66985,227729,36,625.0,1.0,9.0,77750,5,Salaried,Post-Graduate,Mortgage,Home,0
CUST08363,23,68603,53694,48,694.0,13.5,4.0,59160,0,Freelancer,Graduate,Mortgage,Education,0
CUST08364,30,76149,204590,24,642.0,3.8,4.0,49031,0,Salaried,Graduate,Rent,Business,0
CUST08365,23,61354,217108,24,740.0,16.6,7.0,59477,2,Self-Employed,Under-Graduate,Rent,Personal,0
CUST08366,50,54207,186256,36,647.0,2.2,14.0,27099,1,Salaried,Graduate,Own,Personal,0
CUST08367,54,27621,49848,36,644.0,4.1,,10930,0,Self-Employed,Post-Graduate,Mortgage,Car,0
CUST08368,31,61362,190732,48,610.0,1.1,12.0,85260,2,Self-Employed,Graduate,Rent,Personal,0
CUST08369,55,75566,150840,48,710.0,8.3,11.0,101923,0,Salaried,Graduate,Own,Personal,0
CUST08370,29,32985,113484,48,683.0,0.2,7.0,23513,1,Salaried,Under-Graduate,Mortgage,Personal,0
CUST08371,58,50418,118868,48,557.0,5.9,8.0,45670,1,Salaried,Post-Graduate,Rent,Car,0
CUST08372,54,63507,201761,24,681.0,2.5,12.0,62580,5,Self-Employed,PhD,Own,Personal,0
CUST08373,27,85247,66066,36,664.0,4.3,2.0,83833,2,Freelancer,Post-Graduate,Own,Car,0
CUST08374,61,31828,81641,36,727.0,4.5,4.0,25215,1,Self-Employed,Graduate,Rent,Business,0
CUST08375,40,70869,171927,60,642.0,6.2,13.0,33243,3,Salaried,Graduate,Own,Business,0
CUST08376,53,47844,126065,36,572.0,1.1,14.0,63839,1,Salaried,Post-Graduate,Mortgage,Personal,1
CUST08377,48,41527,121871,60,613.0,3.8,4.0,35003,5,Self-Employed,Graduate,Rent,Personal,0
CUST08378,22,36639,136054,48,796.0,2.8,10.0,49861,3,Business,Post-Graduate,Own,Business,0
CUST08379,64,41889,136134,48,632.0,1.7,10.0,52051,4,Salaried,Post-Graduate,Rent,Business,0
CUST08380,54,64982,82444,36,732.0,3.4,6.0,63321,2,Salaried,Graduate,Own,Home,0
CUST08381,61,50444,171037,36,540.0,15.2,7.0,53763,2,Self-Employed,Post-Graduate,Mortgage,Car,1
CUST08382,53,69284,64245,36,681.0,,7.0,94701,5,Salaried,Post-Graduate,Rent,Home,0
CUST08383,26,32563,87193,24,527.0,1.6,4.0,30835,5,Salaried,Under-Graduate,Mortgage,Car,1
CUST08384,38,68939,247466,60,655.0,10.8,3.0,48428,0,Salaried,Under-Graduate,Mortgage,Personal,0
CUST08385,29,63675,54373,48,590.0,10.5,4.0,42240,5,Business,Post-Graduate,Rent,Business,0
CUST08386,63,24844,86306,48,576.0,1.4,9.0,36515,4,Salaried,Under-Graduate,Mortgage,Home,1
CUST08387,55,85124,280498,36,566.0,4.6,10.0,95970,0,Salaried,Post-Graduate,Mortgage,Car,0
CUST08388,30,61798,139862,12,632.0,10.2,12.0,62225,0,Salaried,Graduate,Mortgage,Personal,0
CUST08389,44,70308,111166,48,497.0,3.6,11.0,10130,2,Salaried,Under-Graduate,Rent,Car,0
CUST08390,56,78122,149918,36,534.0,2.3,7.0,68907,3,Salaried,Post-Graduate,Rent,Home,0
CUST08391,28,74367,289310,60,657.0,5.3,3.0,21070,5,Business,Graduate,Rent,Business,0
CUST08392,36,52477,63284,48,510.0,0.9,3.0,30681,5,Salaried,Under-Graduate,Own,Home,0
CUST08393,41,69503,175746,24,528.0,0.9,5.0,58101,0,Salaried,Graduate,Own,Home,0
CUST08394,46,18799,14876,36,792.0,8.9,8.0,224,1,Salaried,Post-Graduate,Mortgage,Business,0
CUST08395,24,62875,79387,48,775.0,0.2,5.0,81324,4,Salaried,PhD,Rent,Education,0
CUST08396,45,89649,284331,36,583.0,8.1,13.0,58992,2,Salaried,Post-Graduate,Mortgage,Car,0
CUST08397,55,41092,64066,36,676.0,1.7,6.0,38381,2,Salaried,Post-Graduate,Rent,Home,0
CUST08398,43,73309,289583,24,584.0,3.3,9.0,22207,3,Business,Graduate,Mortgage,Home,0
CUST08399,32,90459,203791,24,587.0,3.9,9.0,95137,4,Self-Employed,Under-Graduate,Rent,Home,0
CUST08400,29,68784,158745,48,399.0,7.3,6.0,31991,4,Self-Employed,Post-Graduate,Rent,Business,0
CUST08401,60,75508,47351,12,772.0,10.8,12.0,58456,4,Business,Post-Graduate,Rent,Personal,0
CUST08402,64,23610,90847,48,694.0,8.2,5.0,11447,2,Business,Graduate,Own,Education,0
CUST08403,56,36301,40287,36,709.0,4.2,13.0,35095,1,Salaried,Graduate,Rent,Business,0
CUST08404,59,83594,199304,60,692.0,2.1,8.0,106631,2,Self-Employed,Under-Graduate,Own,Personal,0
CUST08405,29,74207,139869,60,634.0,3.7,1.0,71358,2,Self-Employed,Graduate,Own,Home,0
CUST08406,58,64920,126889,48,611.0,0.2,11.0,17350,2,Salaried,Graduate,Own,Home,0
CUST08407,48,49707,136771,36,647.0,1.4,3.0,18614,1,Salaried,Post-Graduate,Own,Education,0
CUST08408,49,60692,170988,36,767.0,2.3,6.0,47589,2,Salaried,Post-Graduate,Mortgage,Home,0
CUST08409,61,89762,93353,24,651.0,1.9,8.0,36528,2,Business,Post-Graduate,Mortgage,Car,0
CUST08410,55,52961,119085,12,805.0,0.5,6.0,15527,4,Salaried,Graduate,Own,Car,0
CUST08411,53,68985,225351,36,587.0,0.3,14.0,4827,4,Salaried,Under-Graduate,Rent,Business,0
CUST08412,36,68459,140443,48,530.0,2.7,10.0,10695,5,Self-Employed,Post-Graduate,Own,Home,0
CUST08413,38,41682,45029,24,576.0,0.4,6.0,35314,3,Self-Employed,Post-Graduate,Mortgage,Business,0
CUST08414,54,43226,68999,36,637.0,1.7,4.0,12619,0,Self-Employed,Graduate,Own,Home,0
CUST08415,37,85540,106354,36,761.0,3.2,12.0,63951,1,Salaried,Post-Graduate,Own,Car,0
CUST08416,50,66402,62441,60,611.0,1.2,7.0,63929,3,Salaried,Post-Graduate,Mortgage,Home,0
CUST08417,30,41393,75398,24,533.0,0.4,7.0,15530,2,Self-Employed,Under-Graduate,Own,Education,0
CUST08418,54,48774,116729,24,651.0,2.8,13.0,69468,2,Business,Post-Graduate,Mortgage,Car,1
CUST08419,50,35288,26629,60,747.0,3.0,1.0,13586,5,Salaried,PhD,Mortgage,Car,0
CUST08420,34,76330,199479,12,649.0,12.4,12.0,18559,0,Salaried,Post-Graduate,Mortgage,Personal,0
CUST08421,42,49964,198636,48,666.0,0.7,3.0,34241,4,Salaried,Graduate,Rent,Education,1
CUST08422,42,50231,194616,36,647.0,4.8,9.0,33315,1,Salaried,Graduate,Own,Car,0
CUST08423,26,71818,244332,36,633.0,1.9,13.0,92469,3,Salaried,Post-Graduate,Mortgage,Personal,0
CUST08424,31,21411,30664,36,842.0,0.7,6.0,1520,4,Business,Under-Graduate,Rent,Education,0
CUST08425,27,54261,31386,60,755.0,2.5,,22174,3,Self-Employed,Graduate,Mortgage,Personal,0
CUST08426,34,54781,187208,24,799.0,2.8,4.0,72234,5,Salaried,Under-Graduate,Mortgage,Education,0
CUST08427,22,49287,34255,24,,2.3,8.0,56093,0,Business,Graduate,Mortgage,Personal,0
CUST08428,41,44009,53677,36,752.0,7.3,12.0,256,5,Self-Employed,Under-Graduate,Own,Home,0
CUST08429,29,40798,98143,36,612.0,9.1,7.0,32305,3,Freelancer,Graduate,Own,Car,0
CUST08430,31,60649,68189,36,,,14.0,22265,3,Salaried,Graduate,Rent,Home,0
CUST08431,30,34798,118948,60,802.0,0.9,10.0,51584,4,Business,Graduate,Rent,Education,0
CUST08432,62,58223,187481,60,692.0,2.7,14.0,85899,2,Salaried,Graduate,Rent,Education,0
CUST08433,24,43941,138202,24,622.0,1.9,6.0,61123,5,Self-Employed,Graduate,Own,Business,0
CUST08434,32,45271,151949,36,759.0,8.6,4.0,677,2,Salaried,Graduate,Own,Home,0
CUST08435,33,58939,74791,24,548.0,28.7,4.0,80005,3,Self-Employed,Post-Graduate,Rent,Personal,1
CUST08436,31,45048,137447,60,661.0,1.0,8.0,22074,3,Salaried,Under-Graduate,Rent,Home,0
CUST08437,46,80340,140071,36,710.0,7.2,3.0,77356,5,Self-Employed,Post-Graduate,Own,Personal,0
CUST08438,46,52198,147926,36,641.0,4.7,11.0,35169,0,Salaried,Under-Graduate,Rent,Education,0
CUST08439,32,75932,70394,48,700.0,5.2,9.0,40388,5,Salaried,Graduate,Mortgage,Home,0
CUST08440,57,39761,118072,36,702.0,1.5,8.0,17113,1,Self-Employed,Under-Graduate,Rent,Home,0
CUST08441,60,39317,153429,24,694.0,0.5,4.0,25228,3,Salaried,Graduate,Rent,Business,0
CUST08442,47,21738,14186,36,634.0,,12.0,9685,3,Salaried,Under-Graduate,Own,Car,0
CUST08443,35,45156,37407,36,617.0,,13.0,62722,2,Salaried,Graduate,Mortgage,Personal,0
CUST08444,60,50347,46960,48,640.0,16.5,3.0,33005,1,Freelancer,Post-Graduate,Own,Personal,0
CUST08445,61,56540,113474,36,540.0,5.6,13.0,80114,0,Self-Employed,Graduate,Rent,Personal,0
CUST08446,22,68947,104642,24,760.0,2.9,4.0,38419,3,Salaried,Post-Graduate,Own,Business,0
CUST08447,25,67495,224368,36,693.0,25.6,11.0,26316,2,Salaried,Graduate,Mortgage,Business,0
CUST08448,51,77712,167722,48,663.0,2.3,12.0,94320,4,Salaried,PhD,Rent,Home,0
CUST08449,33,37253,81803,60,595.0,0.9,,29084,5,Self-Employed,Graduate,Rent,Home,0
CUST08450,56,55616,167383,12,660.0,4.8,6.0,13584,4,Self-Employed,Post-Graduate,Mortgage,Car,0
CUST08451,34,34996,61834,12,658.0,1.5,,48714,1,Salaried,Post-Graduate,Own,Personal,0
CUST08452,52,63284,109875,36,615.0,12.8,3.0,91328,0,Salaried,Graduate,Rent,Home,0
CUST08453,59,91085,286848,36,734.0,2.8,3.0,94028,5,Salaried,Post-Graduate,Mortgage,Personal,0
CUST08454,64,31071,100363,24,559.0,0.8,12.0,45294,5,Salaried,Graduate,Rent,Car,1
CUST08455,44,68750,37839,36,577.0,0.8,12.0,69520,2,Self-Employed,Under-Graduate,Rent,Home,0
CUST08456,25,75972,76220,60,738.0,5.2,1.0,71019,4,Salaried,Post-Graduate,Own,Home,0
CUST08457,37,37145,46276,36,770.0,2.3,8.0,46018,4,Salaried,Under-Graduate,Own,Personal,0
CUST08458,28,63726,110284,36,,2.3,8.0,6472,3,Salaried,Under-Graduate,Own,Personal,1
CUST08459,43,47801,72660,48,571.0,4.7,9.0,31756,0,Salaried,Post-Graduate,Rent,Personal,0
CUST08460,50,52576,149306,24,755.0,1.3,,33946,4,Self-Employed,Graduate,Mortgage,Education,1
