age,annual_income,loan_amount,loan_term_months,credit_score,employment_years,num_credit_lines,existing_debt,num_dependents,debt_to_income_ratio,loan_to_income_ratio,monthly_emi_burden,emi_to_monthly_income,credit_tier,income_tier,age_group,financial_stress,employment_type_Freelancer,employment_type_Salaried,employment_type_Self-Employed,education_PhD,education_Post-Graduate,education_Under-Graduate,property_ownership_Own,property_ownership_Rent,loan_purpose_Car,loan_purpose_Education,loan_purpose_Home,loan_purpose_Personal
40,17120,67743,48,663.0,1.9,6.0,22582,2,1.319,3.957,1411.31,0.9892,3,1,3,2.0115,False,True,False,False,True,False,False,True,False,False,True,False
60,60567,106444,12,607.0,1.8,11.0,1509,0,0.0249,1.7575,8870.33,1.7575,2,3,5,1.0645,False,False,True,False,False,True,True,False,False,True,False,False
37,42685,58105,48,649.0,19.3,8.0,53821,5,1.2609,1.3613,1210.52,0.3403,3,2,3,1.0148,False,True,False,False,False,False,False,True,True,False,False,False
27,68305,74341,24,728.0,7.8,8.0,97402,1,1.426,1.0884,3097.54,0.5442,4,3,2,1.0602,True,False,False,False,True,False,True,False,False,False,True,False
31,59346,125813,36,565.0,3.3,7.0,3077,0,0.0518,2.12,3494.81,0.7067,2,3,2,0.8687,False,True,False,False,False,False,False,True,False,False,False,False
50,72821,165746,24,561.0,0.4,1.0,30876,4,0.424,2.2761,6906.08,1.138,2,3,4,1.1938,False,True,False,False,False,False,False,False,False,False,True,False
48,65116,110237,60,537.0,5.6,14.0,66473,2,1.0208,1.6929,1837.28,0.3386,1,3,4,1.0178,False,False,True,False,True,False,True,False,True,False,False,False
58,82552,295676,48,483.0,9.2,6.0,16686,1,0.2021,3.5817,6159.92,0.8954,1,3,5,1.424,True,False,False,False,False,True,False,False,False,False,False,False
27,73982,60905,12,580.0,4.8,2.0,291,0,0.0039,0.8232,5075.42,0.8232,2,3,2,0.4955,False,True,False,False,False,False,True,False,True,False,False,False
38,45996,64961,60,618.0,4.3,7.0,3675,2,0.0799,1.4123,1082.68,0.2825,2,2,3,0.5404,False,False,False,False,True,False,False,True,False,False,True,False
24,78726,231614,60,706.0,13.2,6.0,110950,4,1.4093,2.942,3860.23,0.5884,4,3,1,1.6228,False,False,True,False,True,False,False,True,False,False,True,False
36,43942,131053,24,577.0,2.0,5.0,42169,4,0.9597,2.9824,5460.54,1.4912,2,2,3,1.726,False,False,False,False,False,True,False,True,True,False,False,False
37,61247,129211,24,545.0,3.0,7.0,29409,1,0.4802,2.1097,5383.79,1.0548,1,3,3,1.1414,False,True,False,False,False,False,False,True,True,False,False,False
57,67918,79867,60,537.0,5.3,10.0,2422,0,0.0357,1.1759,1331.12,0.2352,1,3,5,0.4376,True,False,False,False,False,True,True,False,True,False,False,False
64,31080,112612,60,683.0,3.3,2.0,9567,3,0.3078,3.6233,1876.87,0.7247,4,2,5,1.4275,False,True,False,False,False,True,False,False,False,False,True,False
38,15000,39286,48,649.0,1.8,14.0,1200,1,0.08,2.6191,818.46,0.6548,3,1,3,1.0142,False,True,False,False,False,False,False,False,True,False,False,False
44,91718,128335,36,706.0,1.2,11.0,23442,3,0.2556,1.3992,3564.86,0.4664,4,3,3,0.6619,False,True,False,False,False,False,False,True,False,False,False,True
49,64399,221443,24,589.0,0.9,9.0,96016,1,1.491,3.4386,9226.79,1.7193,2,3,4,2.1438,False,False,True,False,False,False,False,False,False,False,False,True
43,100484,357535,36,692.0,0.8,8.0,40145,0,0.3995,3.5581,9931.53,1.186,4,4,3,1.583,False,False,False,False,True,False,True,False,False,True,False,False
56,15000,18063,36,595.0,3.1,1.0,13027,0,0.8685,1.2042,501.75,0.4014,2,1,5,0.8291,True,False,False,False,True,False,True,False,False,True,False,False
59,19429,74586,36,673.0,2.1,13.0,19670,2,1.0124,3.8389,2071.83,1.2796,3,1,5,1.9405,False,False,False,False,False,False,False,True,False,False,True,False
53,50410,111407,36,632.0,9.9,12.0,10267,1,0.2037,2.21,3094.64,0.7367,3,3,4,0.9655,False,False,False,False,False,True,False,True,False,False,True,False
38,43917,54865,60,774.0,5.0,3.0,16702,3,0.3803,1.2493,914.42,0.2499,5,2,3,0.6019,False,False,True,False,True,False,False,True,False,False,False,True
34,67232,187940,48,663.0,4.2,11.0,15889,4,0.2363,2.7954,3915.42,0.6988,3,3,2,1.1428,False,True,False,False,False,True,True,False,False,False,False,False
55,75597,61647,24,634.0,3.4,6.0,32996,0,0.4365,0.8155,2568.62,0.4077,3,3,4,0.5416,False,True,False,False,False,False,False,False,False,False,False,False
40,86200,177379,24,649.0,0.7,11.0,127757,4,1.4821,2.0578,7390.79,1.0289,3,3,3,1.5188,False,True,False,False,False,False,False,True,False,False,False,False
34,80756,260850,24,649.0,7.9,3.0,65987,4,0.8171,3.2301,10868.75,1.6151,3,3,2,1.7804,False,True,False,False,True,False,False,False,False,False,False,False
58,81169,134173,60,620.0,1.3,11.0,51278,3,0.6317,1.653,2236.22,0.3306,2,3,5,0.8478,False,True,False,False,True,False,False,False,False,True,False,False
42,98049,319975,36,708.0,4.6,3.0,19447,5,0.1983,3.2634,8888.19,1.0878,4,3,3,1.3847,False,False,True,False,True,False,True,False,False,True,False,False
41,59595,236138,60,645.0,0.7,10.0,9841,1,0.1651,3.9624,3935.63,0.7925,3,3,3,1.4925,False,True,False,False,False,False,True,False,False,False,False,True
42,64880,90669,48,615.0,3.0,13.0,75017,2,1.1562,1.3975,1888.94,0.3494,2,3,3,0.9866,False,True,False,False,False,False,False,True,True,False,False,False
30,112834,431247,36,649.0,5.9,2.0,79695,1,0.7063,3.822,11979.08,1.274,3,4,2,1.8113,False,True,False,True,False,False,False,True,True,False,False,False
29,49296,133281,24,728.0,0.1,14.0,2171,5,0.044,2.7037,5553.38,1.3518,4,2,2,1.2342,False,True,False,False,False,True,False,False,False,False,False,False
54,77113,295707,36,614.0,4.8,2.0,21678,4,0.2811,3.8347,8214.08,1.2782,2,3,4,1.6463,False,False,True,True,False,False,True,False,False,False,True,False
58,52671,78430,36,673.0,3.7,5.0,2995,4,0.0569,1.4891,2178.61,0.4964,3,3,5,0.6184,False,False,True,False,False,False,True,False,False,False,False,False
45,33902,115836,36,587.0,12.5,5.0,28285,3,0.8343,3.4168,3217.67,1.1389,2,2,3,1.7004,False,True,False,False,True,False,False,False,False,True,False,False
44,58357,94235,24,700.0,3.0,13.0,7885,3,0.1351,1.6148,3926.46,0.8074,4,3,3,0.7807,True,False,False,False,False,False,True,False,False,False,False,True
43,78788,41302,60,715.0,0.4,4.0,104816,5,1.3304,0.5242,688.37,0.1048,4,3,3,0.7209,False,False,True,False,False,True,False,True,False,False,True,False
33,52683,198184,36,685.0,0.4,11.0,53560,0,1.0166,3.7618,5505.11,1.2539,4,3,2,1.9114,False,False,True,False,True,False,False,False,False,False,True,False
22,53337,90231,48,669.0,2.1,14.0,63454,0,1.1897,1.6917,1879.81,0.4229,3,3,1,1.1103,False,True,False,False,False,True,False,False,True,False,False,False
33,39383,20858,36,660.0,21.0,7.0,9711,3,0.2466,0.5296,579.39,0.1765,3,2,2,0.3105,False,True,False,False,False,False,False,True,False,False,False,True
53,39092,90154,24,673.0,5.9,2.0,52140,3,1.3338,2.3062,3756.42,1.1531,3,2,4,1.5713,False,False,False,False,False,False,False,False,False,True,False,False
62,100450,166738,60,691.0,0.5,7.0,59157,2,0.5889,1.6599,2778.97,0.332,4,4,5,0.8331,False,False,True,False,True,False,False,True,False,False,False,True
41,55247,176121,36,689.0,0.7,6.0,41116,3,0.7442,3.1879,4892.25,1.0626,4,3,3,1.5728,False,True,False,False,False,False,True,False,False,False,False,False
33,63698,84309,24,654.0,4.9,9.0,9454,2,0.1484,1.3236,3512.88,0.6618,3,3,2,0.655,False,False,True,False,True,False,False,True,False,False,False,False
55,38709,131441,60,671.0,4.0,3.0,50078,5,1.2937,3.3956,2190.68,0.6791,3,2,4,1.7399,False,True,False,False,False,False,True,False,False,False,False,True
52,77436,191306,36,658.0,0.4,12.0,81993,4,1.0588,2.4705,5314.06,0.8235,3,3,4,1.4117,False,False,False,False,False,True,False,False,True,False,False,False
63,32550,81665,36,664.0,0.4,5.0,11982,4,0.3681,2.5089,2268.47,0.8363,3,2,5,1.1508,False,False,False,False,False,True,True,False,False,True,False,False
59,49129,62562,24,688.0,7.5,4.0,11708,0,0.2383,1.2734,2606.75,0.6367,4,2,5,0.6684,False,True,False,False,False,False,False,False,False,False,True,False
35,61111,38385,36,649.0,2.6,12.0,33846,5,0.5538,0.6281,1066.25,0.2094,3,3,2,0.4728,False,True,False,False,False,False,False,True,False,False,False,False
50,15000,36837,24,723.0,1.8,4.0,4398,0,0.2932,2.4558,1534.88,1.2279,4,1,4,1.2224,False,True,False,False,True,False,False,True,False,False,True,False
36,57157,199969,36,588.0,2.3,14.0,15409,2,0.2696,3.4986,5554.69,1.1662,2,3,3,1.5073,False,True,False,False,False,False,False,True,False,False,True,False
61,53473,208306,60,726.0,4.1,1.0,15144,1,0.2832,3.8955,3471.77,0.7791,4,3,5,1.5157,True,False,False,True,False,False,False,True,False,False,True,False
24,74288,122296,24,547.0,0.1,10.0,78976,2,1.0631,1.6462,5095.67,0.8231,1,3,1,1.166,False,True,False,False,True,False,True,False,True,False,False,False
57,60053,81320,60,649.0,3.0,6.0,728,5,0.0121,1.3541,1355.33,0.2708,3,3,5,0.4923,False,True,False,False,True,False,True,False,False,False,False,True
26,72326,276469,36,632.0,0.3,9.0,107136,0,1.4813,3.8225,7679.69,1.2742,3,3,2,2.1215,False,True,False,False,False,True,True,False,False,False,False,False
40,29297,63809,36,719.0,5.8,2.0,39271,2,1.3404,2.178,1772.47,0.726,4,2,3,1.4074,False,True,False,False,True,False,False,False,False,False,False,True
52,70782,46514,36,569.0,1.5,14.0,34000,0,0.4803,0.6571,1292.06,0.219,2,3,4,0.455,False,True,False,False,False,True,False,True,False,True,False,False
48,46055,145531,48,688.0,7.7,5.0,10651,1,0.2313,3.1599,3031.9,0.79,4,2,4,1.2775,False,True,False,False,False,True,False,True,False,False,True,False
46,130549,176284,48,790.0,3.8,14.0,188058,3,1.4405,1.3503,3672.58,0.3376,5,4,4,1.0826,False,False,True,False,False,False,False,True,False,False,True,False
27,68193,188703,60,640.0,3.0,7.0,24393,2,0.3577,2.7672,3145.05,0.5534,3,3,2,1.1393,False,True,False,False,True,False,False,True,True,False,False,False
56,26443,14975,36,581.0,1.6,4.0,26000,3,0.9832,0.5663,415.97,0.1888,2,2,5,0.6198,False,False,False,False,False,True,False,True,False,False,True,False
46,64641,254277,36,723.0,5.0,3.0,51682,5,0.7995,3.9337,7063.25,1.3112,4,3,4,1.8933,False,True,False,False,False,True,False,True,False,False,True,False
60,23232,62748,60,629.0,1.4,12.0,22115,1,0.9519,2.7009,1045.8,0.5402,3,1,5,1.3531,False,True,False,False,False,True,False,True,False,False,True,False
32,90242,340694,24,659.0,3.8,13.0,96761,2,1.0722,3.7753,14195.58,1.8877,3,3,2,2.1278,False,True,False,False,False,True,False,True,False,False,True,False
62,75861,191394,36,753.0,9.0,5.0,95018,1,1.2525,2.523,5316.5,0.841,5,3,5,1.5102,False,True,False,False,True,False,False,False,False,True,False,False
39,57309,145978,48,779.0,1.6,12.0,20447,2,0.3568,2.5472,3041.21,0.6368,5,3,3,1.0979,False,False,True,False,False,True,True,False,False,True,False,False
52,90793,221981,24,523.0,0.3,12.0,118237,4,1.3023,2.4449,9249.21,1.2225,1,3,4,1.6211,False,False,False,False,False,False,True,False,True,False,False,False
33,41954,77231,48,625.0,7.2,6.0,4572,0,0.109,1.8408,1608.98,0.4602,3,2,2,0.7339,False,False,True,False,False,False,False,False,False,False,False,False
30,70931,72714,48,665.0,0.4,8.0,47202,1,0.6655,1.0251,1514.88,0.2563,3,3,2,0.6506,False,False,False,False,True,False,True,False,False,False,False,True
36,33568,65298,36,722.0,10.1,10.0,40919,0,1.219,1.9452,1813.83,0.6484,4,2,3,1.2657,False,True,False,False,False,False,True,False,True,False,False,False
40,56375,56966,12,638.0,3.5,13.0,75722,0,1.3432,1.0105,4747.17,1.0105,3,3,3,1.1436,False,True,False,False,False,True,False,True,True,False,False,False
36,43762,80649,60,649.0,4.3,3.0,8747,4,0.1999,1.8429,1344.15,0.3686,3,2,3,0.7434,False,False,True,False,False,True,False,False,False,False,False,False
38,55555,42811,24,623.0,1.3,8.0,28991,0,0.5218,0.7706,1783.79,0.3853,3,3,3,0.5555,False,False,False,False,False,True,True,False,False,True,False,False
44,39886,29792,48,649.0,2.8,3.0,44125,3,1.1063,0.7469,620.67,0.1867,3,2,3,0.7226,False,True,False,False,False,True,True,False,True,False,False,False
38,60127,152051,48,585.0,9.7,1.0,78795,3,1.3105,2.5288,3167.73,0.6322,2,3,3,1.4725,False,True,False,False,True,False,False,True,False,False,False,False
47,35065,127354,36,543.0,1.8,2.0,33100,5,0.944,3.6319,3537.61,1.2106,1,2,4,1.8303,False,False,True,False,False,True,True,False,False,True,False,False
24,52033,118655,36,709.0,2.6,14.0,24300,1,0.467,2.2804,3295.97,0.7601,4,3,1,1.099,False,True,False,False,False,False,True,False,False,False,True,False
49,15000,17448,60,675.0,16.5,3.0,20436,1,1.3624,1.1632,290.8,0.2326,3,1,4,0.9637,False,False,True,False,False,False,True,False,False,False,False,False
57,63208,98871,60,516.0,2.1,14.0,814,1,0.0129,1.5642,1647.85,0.3128,1,3,5,0.5683,False,False,True,False,False,False,True,False,False,False,False,True
40,33573,101740,60,501.0,27.1,4.0,3103,4,0.0924,3.0304,1695.67,0.6061,1,2,3,1.1279,False,True,False,False,False,True,True,False,True,False,False,False
39,60161,234991,24,731.0,0.1,8.0,60378,3,1.0036,3.906,9791.29,1.953,4,3,3,2.1591,False,True,False,False,False,False,False,True,False,False,False,False
37,78156,271708,48,741.0,1.6,8.0,8524,5,0.1091,3.4765,5660.58,0.8691,4,3,3,1.3473,False,True,False,False,False,False,True,False,False,False,True,False
45,74043,42117,60,680.0,6.9,12.0,100618,5,1.3589,0.5688,701.95,0.1138,3,3,3,0.7483,False,False,False,False,False,True,False,False,False,False,False,False
53,15000,13237,24,805.0,3.4,3.0,11498,5,0.7665,0.8825,551.54,0.4412,5,1,4,0.7037,False,True,False,False,False,False,False,True,False,False,True,False
36,79667,191721,60,647.0,6.7,1.0,97170,4,1.2197,2.4065,3195.35,0.4813,3,3,3,1.3542,False,True,False,False,False,True,False,True,False,False,False,True
49,67545,215932,48,592.0,2.9,1.0,37855,4,0.5604,3.1969,4498.58,0.7992,2,3,4,1.423,False,True,False,False,False,False,False,False,True,False,False,False
34,62914,72472,24,746.0,2.7,14.0,54126,2,0.8603,1.1519,3019.67,0.576,4,3,2,0.8625,False,False,True,False,False,False,False,False,False,True,False,False
32,69034,146132,24,578.0,11.3,11.0,9415,4,0.1364,2.1168,6088.83,1.0584,2,3,2,1.0071,False,True,False,False,False,False,False,False,False,False,False,False
50,53969,192880,36,671.0,4.2,10.0,80340,2,1.4886,3.5739,5357.78,1.1913,3,3,4,2.025,False,True,False,False,True,False,False,True,False,True,False,False
45,106316,64703,60,780.0,10.7,2.0,93384,0,0.8784,0.6086,1078.38,0.1217,5,4,3,0.5704,False,True,False,False,False,True,False,False,False,False,False,True
50,64261,79501,36,711.0,3.7,2.0,91100,4,1.4177,1.2372,2208.36,0.4124,4,3,4,1.062,False,False,True,False,True,False,False,False,False,True,False,False
32,55484,194231,36,749.0,1.2,11.0,79160,4,1.4267,3.5007,5395.31,1.1669,4,3,2,1.971,False,False,True,False,True,False,False,True,False,False,True,False
45,54851,147844,24,722.0,1.2,11.0,71728,1,1.3077,2.6954,6160.17,1.3477,4,3,3,1.736,False,True,False,False,False,True,False,True,True,False,False,False
63,24411,28638,48,671.0,0.7,7.0,26715,4,1.0944,1.1732,596.62,0.2933,3,1,5,0.8777,False,True,False,False,False,False,False,True,False,False,False,False
29,62429,38102,60,568.0,2.5,11.0,4742,1,0.076,0.6103,635.03,0.1221,2,3,2,0.2501,False,False,True,False,True,False,True,False,True,False,False,False
56,76786,245654,36,530.0,19.9,12.0,88570,5,1.1535,3.1992,6823.72,1.0664,1,3,5,1.7411,False,True,False,False,False,False,True,False,False,True,False,False
39,35272,132009,36,649.0,7.4,2.0,22323,2,0.6329,3.7426,3666.92,1.2475,3,2,3,1.7502,False,True,False,False,False,True,False,False,False,False,True,False
56,69752,277290,36,552.0,5.4,13.0,29985,0,0.4299,3.9754,7702.5,1.3251,2,3,5,1.7621,False,False,True,True,False,False,False,True,False,False,False,True
34,67875,92396,12,582.0,0.6,8.0,61401,1,0.9046,1.3613,7699.67,1.3613,2,3,2,1.1786,False,True,False,False,False,True,False,True,True,False,False,False
43,45954,129605,48,743.0,1.0,6.0,21441,5,0.4666,2.8203,2700.1,0.7051,4,2,3,1.2443,False,True,False,False,False,False,False,True,True,False,False,False
35,31399,72528,36,512.0,4.6,3.0,45298,2,1.4427,2.3099,2014.67,0.77,1,2,2,1.501,False,True,False,False,True,False,True,False,False,False,False,False
54,40170,50971,60,688.0,3.3,1.0,54958,3,1.3681,1.2689,849.52,0.2538,4,2,4,1.0041,False,True,False,False,True,False,False,True,False,False,True,False
29,66405,88503,12,656.0,7.4,1.0,18342,4,0.2762,1.3328,7375.25,1.3328,3,3,2,0.9102,False,False,False,False,True,False,False,True,False,False,False,False
39,43835,33965,24,642.0,25.4,8.0,41128,1,0.9382,0.7748,1415.21,0.3874,3,2,3,0.7239,False,False,True,False,False,False,False,True,False,True,False,False
38,50774,50076,60,569.0,3.5,5.0,15815,2,0.3115,0.9863,834.6,0.1973,2,3,3,0.4797,False,False,True,False,False,False,False,True,False,False,True,False
36,66576,66929,48,636.0,0.3,9.0,59893,2,0.8996,1.0053,1394.35,0.2513,3,3,3,0.7368,False,True,False,False,False,False,False,False,False,False,False,True
52,90161,282324,48,661.0,6.6,6.0,46001,2,0.5102,3.1313,5881.75,0.7828,3,3,4,1.3783,False,True,False,False,False,False,False,False,False,True,False,False
49,51996,64331,36,596.0,1.8,8.0,28280,2,0.5439,1.2372,1786.97,0.4124,2,3,4,0.7124,False,True,False,False,True,False,True,False,False,False,False,False
35,100152,62039,24,667.0,3.3,1.0,94580,2,0.9444,0.6194,2584.96,0.3097,3,4,2,0.6565,False,False,True,False,False,False,False,True,False,False,True,False
50,61289,130177,48,636.0,2.6,4.0,58325,2,0.9516,2.124,2712.02,0.531,3,3,4,1.1771,False,True,False,False,True,False,False,False,False,False,False,False
26,30537,99706,60,547.0,1.7,1.0,42986,0,1.4077,3.2651,1661.77,0.653,1,2,2,1.7385,False,False,True,False,True,False,False,False,False,False,True,False
39,53379,179833,24,591.0,6.8,8.0,20687,4,0.3875,3.369,7493.04,1.6845,2,3,3,1.671,False,False,False,True,False,False,True,False,False,False,False,True
43,89643,136749,48,703.0,0.5,9.0,92193,4,1.0284,1.5255,2848.94,0.3814,4,3,3,0.9834,False,False,False,False,False,False,False,True,False,False,True,False
51,66442,182458,36,720.0,3.7,1.0,46687,2,0.7027,2.7461,5068.28,0.9154,4,3,4,1.3795,False,False,True,False,True,False,True,False,True,False,False,False
64,40840,157897,24,681.0,3.3,5.0,41986,2,1.0281,3.8662,6579.04,1.9331,4,2,5,2.151,False,True,False,False,False,True,False,True,True,False,False,False
32,46417,119463,12,671.0,12.8,8.0,42345,2,0.9123,2.5737,9955.25,2.5737,3,2,2,1.9091,False,True,False,False,False,False,False,True,True,False,False,False
29,21735,13669,36,574.0,0.6,2.0,11738,1,0.5401,0.6289,379.69,0.2096,2,1,2,0.4676,False,True,False,False,False,True,False,False,False,False,True,False
38,71850,117939,36,597.0,3.5,2.0,12129,1,0.1688,1.6415,3276.08,0.5472,2,3,3,0.7241,False,True,False,False,False,True,True,False,False,False,True,False
27,32586,96204,36,763.0,8.3,13.0,1805,5,0.0554,2.9523,2672.33,0.9841,5,2,2,1.2031,False,True,False,False,True,False,False,True,False,False,False,False
57,55002,208017,12,532.0,13.0,11.0,7251,3,0.1318,3.782,17334.75,3.782,1,3,5,2.3219,False,True,False,False,False,True,False,True,False,True,False,False
49,37139,77525,36,379.0,6.7,7.0,4193,4,0.1129,2.0874,2153.47,0.6958,1,2,4,0.8801,False,False,True,False,True,False,False,True,False,False,True,False
42,79290,202747,36,720.0,4.8,10.0,23426,3,0.2954,2.557,5631.86,0.8523,4,3,3,1.141,True,False,False,False,False,False,False,False,False,False,False,False
40,101294,83711,12,564.0,6.0,12.0,115848,2,1.1437,0.8264,6975.92,0.8264,2,4,3,0.9533,False,True,False,False,False,False,True,False,False,False,False,True
27,34359,94540,24,785.0,0.2,14.0,80,5,0.0023,2.7515,3939.17,1.3758,5,2,2,1.2391,False,True,False,False,False,True,False,False,False,False,False,False
30,69064,99632,60,487.0,5.8,1.0,83332,0,1.2066,1.4426,1660.53,0.2885,1,3,2,1.002,False,True,False,False,False,False,False,False,False,False,False,False
41,46977,37578,24,538.0,2.7,1.0,33858,4,0.7207,0.7999,1565.75,0.4,1,2,3,0.6483,False,True,False,False,False,False,True,False,True,False,False,False
47,52826,137682,48,650.0,1.2,12.0,63188,4,1.1962,2.6063,2868.38,0.6516,3,3,4,1.4558,False,True,False,False,False,True,False,False,True,False,False,False
34,37790,128653,48,655.0,14.0,3.0,20404,2,0.5399,3.4044,2680.27,0.8511,3,2,2,1.4926,False,True,False,False,True,False,False,True,False,False,True,False
58,99183,333881,36,620.0,3.0,3.0,72424,0,0.7302,3.3663,9274.47,1.1221,2,3,5,1.6386,False,False,False,False,False,False,True,False,True,False,False,False
61,54599,156129,48,651.0,8.4,7.0,38700,3,0.7088,2.8596,3252.69,0.7149,3,3,5,1.3559,False,True,False,False,False,True,False,True,False,False,True,False
43,95273,300920,48,616.0,3.5,3.0,134815,5,1.415,3.1585,6269.17,0.7896,2,3,3,1.7504,False,True,False,False,False,False,False,True,False,False,False,True
63,63176,237224,60,664.0,1.3,5.0,52831,4,0.8363,3.755,3953.73,0.751,3,3,5,1.6863,False,False,False,False,False,True,False,True,False,False,False,False
32,67241,85632,48,757.0,11.6,12.0,22938,1,0.3411,1.2735,1784.0,0.3184,5,3,2,0.614,False,False,True,False,False,False,False,False,True,False,False,False
41,72496,212159,12,647.0,2.8,14.0,60918,0,0.8403,2.9265,17679.92,2.9265,3,3,3,2.092,False,True,False,False,False,False,False,False,False,False,False,False
36,30433,42719,24,592.0,10.7,6.0,28011,3,0.9204,1.4037,1779.96,0.7019,2,2,3,0.9998,False,True,False,False,False,True,False,True,False,False,False,False
30,33555,105536,36,582.0,0.3,2.0,40989,0,1.2215,3.1452,2931.56,1.0484,2,2,2,1.7467,False,False,True,False,False,False,False,True,False,False,True,False
51,48218,163431,12,563.0,1.1,7.0,5140,1,0.1066,3.3894,13619.25,3.3894,2,2,4,2.0763,False,True,False,False,True,False,True,False,True,False,False,False
59,64027,242413,24,505.0,3.5,6.0,25776,1,0.4026,3.7861,10100.54,1.8931,1,3,5,1.8648,False,True,False,False,False,True,True,False,False,False,True,False
24,51260,155256,12,721.0,6.7,9.0,51552,2,1.0057,3.0288,12938.0,3.0288,4,3,1,2.2196,False,True,False,False,False,False,True,False,False,False,False,False
51,71694,188080,36,597.0,4.1,4.0,86823,4,1.211,2.6234,5224.44,0.8745,2,3,4,1.5338,False,False,False,False,False,False,True,False,False,False,True,False
50,42264,39786,36,801.0,4.0,12.0,47028,5,1.1127,0.9414,1105.17,0.3138,5,2,4,0.8216,False,False,True,False,False,False,False,False,False,False,False,True
45,28626,47319,24,679.0,10.8,9.0,28149,1,0.9833,1.653,1971.62,0.8265,3,2,3,1.1372,False,False,False,False,False,True,True,False,True,False,False,False
31,15000,10110,24,525.0,6.5,7.0,3411,5,0.2274,0.674,421.25,0.337,1,1,2,0.3943,False,True,False,True,False,False,False,False,False,False,True,False
34,34750,94423,48,476.0,6.2,2.0,32797,2,0.9438,2.7172,1967.15,0.6793,1,2,2,1.3965,False,True,False,False,True,False,True,False,False,True,False,False
40,105826,343348,12,590.0,5.3,8.0,51479,5,0.4864,3.2445,28612.33,3.2445,2,4,3,2.1413,False,True,False,False,False,False,True,False,False,False,False,True
33,65934,40377,36,645.0,5.2,8.0,47302,1,0.7174,0.6124,1121.58,0.2041,3,3,2,0.5319,False,True,False,False,False,True,False,False,False,False,False,False
38,53605,122546,36,557.0,2.2,14.0,20422,2,0.381,2.2861,3404.06,0.762,2,3,3,1.0668,False,False,True,False,False,True,False,True,False,True,False,False
42,34090,122248,36,637.0,0.7,11.0,48943,0,1.4357,3.586,3395.78,1.1953,3,2,3,2.0087,False,True,False,False,False,True,True,False,False,False,True,False
36,65638,93852,24,557.0,3.5,8.0,93765,5,1.4285,1.4298,3910.5,0.7149,2,3,3,1.2148,False,True,False,True,False,False,False,True,False,False,False,True
43,34761,71978,48,622.0,2.0,1.0,31583,2,0.9086,2.0707,1499.54,0.5177,3,2,3,1.14,False,False,True,False,False,False,False,False,True,False,False,False
49,81426,240435,24,654.0,8.2,12.0,29248,2,0.3592,2.9528,10018.12,1.4764,3,3,4,1.4724,False,True,False,False,False,False,False,True,False,False,True,False
61,96460,117754,24,696.0,6.5,6.0,79752,0,0.8268,1.2208,4906.42,0.6104,4,3,5,0.8801,False,True,False,False,True,False,True,False,False,False,False,False
28,65309,120362,24,687.0,0.3,1.0,22894,3,0.3505,1.843,5015.08,0.9215,4,3,2,0.9696,False,True,False,False,False,True,False,True,False,False,True,False
61,76866,94683,60,611.0,6.1,3.0,75855,4,0.9868,1.2318,1578.05,0.2464,2,3,5,0.8382,False,True,False,False,False,False,False,True,False,False,False,False
23,48312,158059,12,513.0,6.9,14.0,47197,5,0.9769,3.2716,13171.58,3.2716,1,2,1,2.3537,False,False,True,False,True,False,False,True,False,False,False,True
49,95449,251227,60,681.0,2.0,6.0,22413,3,0.2348,2.6321,4187.12,0.5264,4,3,4,1.0415,True,False,False,False,False,False,True,False,False,False,False,True
43,38576,90774,48,654.0,2.3,7.0,49067,3,1.272,2.3531,1891.12,0.5883,3,2,3,1.3912,False,False,True,False,False,False,False,True,False,False,False,False
36,58843,113509,24,653.0,16.2,2.0,33461,5,0.5686,1.929,4729.54,0.9645,3,3,3,1.0955,False,False,True,False,False,False,False,False,False,False,False,False
31,43189,161511,36,592.0,4.2,4.0,35897,0,0.8312,3.7396,4486.42,1.2465,2,2,2,1.8283,True,False,False,False,False,False,False,True,False,False,True,False
58,60037,178990,24,648.0,2.0,11.0,40330,4,0.6718,2.9813,7457.92,1.4907,3,3,5,1.6103,False,False,False,False,False,False,False,True,True,False,False,False
52,76049,43861,60,736.0,6.0,13.0,102996,0,1.3543,0.5767,731.02,0.1153,4,3,4,0.7493,False,True,False,False,False,False,True,False,True,False,False,False
47,80777,73142,36,670.0,10.7,5.0,56686,3,0.7018,0.9055,2031.72,0.3018,3,3,4,0.6429,False,False,True,False,False,True,True,False,True,False,False,False
29,82931,304214,36,582.0,14.7,8.0,77464,5,0.9341,3.6683,8450.39,1.2228,2,3,2,1.841,False,True,False,False,False,False,True,False,False,False,False,False
58,63119,219951,36,605.0,3.7,6.0,25374,4,0.402,3.4847,6109.75,1.1616,2,3,5,1.5547,False,False,True,False,False,True,False,False,False,False,True,False
27,63334,186817,60,530.0,5.2,5.0,62770,2,0.9911,2.9497,3113.62,0.5899,1,3,2,1.4583,False,True,False,False,False,True,False,False,False,True,False,False
56,19548,50137,48,605.0,12.1,7.0,3994,4,0.2043,2.5648,1044.52,0.6412,2,1,5,1.0435,False,True,False,False,False,False,False,False,False,False,False,True
28,55286,133402,36,680.0,5.9,14.0,61082,2,1.1048,2.4129,3705.61,0.8043,3,3,2,1.4071,False,True,False,False,False,True,True,False,False,False,True,False
55,70760,250872,48,575.0,3.9,8.0,25684,2,0.363,3.5454,5226.5,0.8863,2,3,4,1.4747,False,True,False,False,False,True,False,True,False,False,False,False
